11.12.2020 22:11:17.176 [main] INFO   com.sanchoo.elevator.entity.building.OfficeBuilding - Starting elevators and generation of people on the floors in office building '957ca5a1-6379-4566-84c7-a59a4091c92b'
11.12.2020 22:11:17.190 [floor-8] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=8, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.190 [floor-1] INFO   com.sanchoo.elevator.entity.floor.GroundFloor - Up: [Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}]
11.12.2020 22:11:17.190 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take from queue: CallingElevator{floor=2, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.190 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take from queue: CallingElevator{floor=3, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.190 [floor-3] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=3, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.190 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: UP
11.12.2020 22:11:17.190 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: UP
11.12.2020 22:11:17.190 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take from queue: CallingElevator{floor=8, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.190 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take from queue: CallingElevator{floor=3, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.190 [floor-7] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=7, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.190 [elevator-3] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: UP
11.12.2020 22:11:17.190 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: UP
11.12.2020 22:11:17.190 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take from queue: CallingElevator{floor=7, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.191 [floor-5] INFO   com.sanchoo.elevator.entity.floor.Floor - Up: [Person{weight=74, floor=6}, Person{weight=53, floor=10}, Person{weight=71, floor=9}], Down: [Person{weight=35, floor=4}, Person{weight=29, floor=3}, Person{weight=38, floor=2}, Person{weight=36, floor=4}]
11.12.2020 22:11:17.191 [elevator-2] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: UP
11.12.2020 22:11:17.191 [floor-1] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=1, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.191 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:17.191 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:17.191 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:17.191 [floor-7] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=7, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.191 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:17.191 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:17.191 [floor-6] INFO   com.sanchoo.elevator.entity.floor.Floor - Up: [Person{weight=114, floor=9}, Person{weight=88, floor=10}, Person{weight=110, floor=10}, Person{weight=46, floor=8}, Person{weight=62, floor=9}], Down: [Person{weight=75, floor=1}, Person{weight=34, floor=4}]
11.12.2020 22:11:17.191 [floor-5] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=5, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.191 [floor-10] INFO   com.sanchoo.elevator.entity.floor.LastFloor - Down: [Person{weight=30, floor=4}, Person{weight=90, floor=1}, Person{weight=54, floor=1}, Person{weight=102, floor=6}, Person{weight=78, floor=6}]
11.12.2020 22:11:17.191 [floor-6] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=6, mode=UP, isCallProcessed=false}
11.12.2020 22:11:17.191 [floor-5] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=5, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.192 [floor-10] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=10, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:17.192 [floor-6] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=6, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:18.191 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.191 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.191 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:18.191 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.193 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.193 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.198 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.198 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.198 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.198 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=2, queueDown=[Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}, Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:18.492 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:18.492 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Call is processed CallingElevator{floor=2, mode=DOWN, isCallProcessed=true}
11.12.2020 22:11:18.492 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=103, floor=1} from down queue
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=103, floor=1}
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 103
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=38, floor=1} from down queue
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=38, floor=1}
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 141
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=89, floor=1} from down queue
11.12.2020 22:11:18.494 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=89, floor=1}
11.12.2020 22:11:18.495 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 230
11.12.2020 22:11:18.495 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=2, mode=DOWN, isCallProcessed=false}
11.12.2020 22:11:18.495 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:18.798 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closed doors
11.12.2020 22:11:18.799 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=2, queueDown=[Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:19.192 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.192 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:19.207 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.207 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.207 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.207 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:19.207 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.207 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=3, queueDown=[Person{weight=99, floor=2}, Person{weight=23, floor=1}], queueUp=[Person{weight=56, floor=5}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Call is processed CallingElevator{floor=3, mode=DOWN, isCallProcessed=true}
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=99, floor=2} from down queue
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=99, floor=2}
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 99
11.12.2020 22:11:19.505 [elevator-4] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=23, floor=1} from down queue
11.12.2020 22:11:19.506 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=23, floor=1}
11.12.2020 22:11:19.506 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 122
11.12.2020 22:11:19.506 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:19.520 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:19.521 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Call is processed CallingElevator{floor=3, mode=UP, isCallProcessed=true}
11.12.2020 22:11:19.521 [elevator-5] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=56, floor=5} from up queue
11.12.2020 22:11:19.521 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from up queue: Person{weight=56, floor=5}
11.12.2020 22:11:19.521 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 56
11.12.2020 22:11:19.521 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:19.814 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closed doors
11.12.2020 22:11:19.814 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:19.814 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=3, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:19.814 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:19.829 [elevator-5] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closed doors
11.12.2020 22:11:19.829 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=3, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.125 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:20.127 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight: 230
11.12.2020 22:11:20.127 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Landing: [Person{weight=103, floor=1}, Person{weight=38, floor=1}, Person{weight=89, floor=1}]
11.12.2020 22:11:20.129 [elevator-1] INFO   com.sanchoo.elevator.entity.statistics.Statistics - Statistics: Statistics{numberFloorFor=2, numberFloorTo=1, numberOfPersonsMove=3}
11.12.2020 22:11:20.129 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight after landing: 0
11.12.2020 22:11:20.129 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:20.219 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.219 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.220 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.220 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.437 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closed doors
11.12.2020 22:11:20.437 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Take: CallingElevator{floor=1, mode=UP, isCallProcessed=false}
11.12.2020 22:11:20.437 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Elevator set direction: STOP
11.12.2020 22:11:20.437 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=40, floor=4}, Person{weight=65, floor=5}, Person{weight=92, floor=2}, Person{weight=33, floor=10}, Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:20.437 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Call is processed CallingElevator{floor=1, mode=UP, isCallProcessed=true}
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=40, floor=4} from up queue
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from up queue: Person{weight=40, floor=4}
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 40
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=65, floor=5} from up queue
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from up queue: Person{weight=65, floor=5}
11.12.2020 22:11:20.749 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 105
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=92, floor=2} from up queue
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from up queue: Person{weight=92, floor=2}
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 197
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=33, floor=10} from up queue
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from up queue: Person{weight=33, floor=10}
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 230
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - Put: CallingElevator{floor=1, mode=UP, isCallProcessed=false}
11.12.2020 22:11:20.750 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:20.829 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=2, queueDown=[Person{weight=113, floor=1}], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedtrue}
11.12.2020 22:11:20.829 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
11.12.2020 22:11:20.844 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:20.844 [elevator-5] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=4, queueDown=[], queueUp=[], isUpButtonPressedfalse, isDownButtonPressedfalse}
11.12.2020 22:11:21.063 [elevator-1] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closed doors
11.12.2020 22:11:21.063 [elevator-1] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Floor: Floor{number=1, queueDown=[], queueUp=[Person{weight=76, floor=8}], isUpButtonPressedtrue, isDownButtonPressedfalse}
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opened doors
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight: 122
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Landing: [Person{weight=99, floor=2}]
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.statistics.Statistics - Statistics: Statistics{numberFloorFor=3, numberFloorTo=2, numberOfPersonsMove=1}
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight after landing: 23
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - call is processed CallingElevator{floor=2, mode=DOWN, isCallProcessed=true}
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.floor.Floor - Take person Person{weight=113, floor=1} from down queue
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Added passenger from down queue: Person{weight=113, floor=1}
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Weight now: 136
11.12.2020 22:11:21.142 [elevator-4] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Closing doors
11.12.2020 22:11:21.235 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=5, queueDown=[Person{weight=35, floor=4}, Person{weight=29, floor=3}, Person{weight=38, floor=2}, Person{weight=36, floor=4}], queueUp=[Person{weight=74, floor=6}, Person{weight=53, floor=10}, Person{weight=71, floor=9}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:21.235 [elevator-3] INFO   com.sanchoo.elevator.service.implementation.FloorServiceImpl - Move to floor: Floor{number=5, queueDown=[Person{weight=35, floor=4}, Person{weight=29, floor=3}, Person{weight=38, floor=2}, Person{weight=36, floor=4}], queueUp=[Person{weight=74, floor=6}, Person{weight=53, floor=10}, Person{weight=71, floor=9}], isUpButtonPressedtrue, isDownButtonPressedtrue}
11.12.2020 22:11:21.235 [elevator-2] INFO   com.sanchoo.elevator.service.implementation.CallingElevatorServiceImpl - call is processed CallingElevator{floor=5, mode=UP, isCallProcessed=true}
11.12.2020 22:11:21.235 [elevator-2] INFO   com.sanchoo.elevator.entity.elevator.Elevator - Opening doors
